product_uid,materials
107151,Laminate
107150,Steel
120126,Plastic
119148,Vinyl
146712,Steel
119149,Wood
122784,Galvanized Steel
146717,Resin
119141,Porcelain-Coated Cast Iron Painted Steel
107166,Galvanized Steel
110795,Steel
110792,Stainless Steel
134747,Plastic
134749,Stainless Steel
119135,Aluminum
122778,Plastic
119134,PVC
122777,Plastic
120110,Steel
119137,Steel
119138,Steel
146729,Plastic
146728,Steel Steel
146726,Resin Resin
119131,Aluminum
119132,Vinyl
120118,Wood Other Wood
158687,Plastic
107093,Porcelain-Coated Cast Iron Painted Steel
107092,Polyethylene
107097,Laminate
107096,Pine
144041,Steel
168013,Fabric
120069,Plastic Nylon Plastic
168003,Vinyl
171655,Polyester Latex Other Synthetic
144037,Steel
168004,HDF (High Density Fiber-board)
171654,Aluminum
168005,Polypropylene
171653,Slate
144035,Medium Density Fiberboard (MDF)
146696,Other
168006,Steel
171658,Polyester Latex Other Synthetic
144038,Aluminum
171657,Cotton Wool & Wool Blend
171656,Zinc
119083,Plastic
132061,PVC PVC
119084,Vinyl
132065,Plastic
158695,Acrylic
132064,Other
171650,Aluminum
132062,Glass
158694,PVC PVC
156016,Steel
158675,Zinc Coated Galvanized Steel
132066,Wood High Carbon Steel
158676,Wire
158679,Porcelain-Coated Steel Painted Steel
120064,Metal
168000,Wood
144053,Glass
168002,Rubber
120059,Vinyl
171643,Other
119079,Ceramic
171641,Wood
171648,Aluminum
171647,Ceramic
171645,Multi-Purpose Diamond
119073,Wood
132070,PEX Brass
158684,Copper Copper
119077,Powder-Coated Steel
156020,Metal
119074,PEX
119075,Steel
132073,Steel
156046,Marble Solid Wood Cultured Marble
107078,Steel
132078,Cedar Plastic/Metal/Wood
156049,Sand
156048,Plastic
107071,Cast Iron
120051,Olefin 0
144062,Ceramic
168030,Steel
120053,Stainless Steel
168032,Composite
107075,Cast Iron
168033,Solid Wood Marble
168035,Stainless Steel Stainless Steel
171677,Polyester
120048,Steel
168026,Vinyl
171676,Steel Metal
120049,Brass
168027,Plastic
171675,Carbide
119068,Specialty
144057,Resin
168028,Steel
171674,Wood
120043,Steel
168029,Steel
132083,Fiberglass
156050,Solid Brass
119062,Composite MDF
132080,Steel
171673,Metal Metal
119066,Nylon Stainless Steel
132086,Oil
119063,Porcelain
156056,Other Wood
119064,Glass
132084,Steel
158699,Plastic
156039,100% PVC 0
107082,Plastic Plastic
120040,Steel
120041,PVC
107080,Carbide
120042,Brass
144071,Steel
144076,Plastic
168022,Fabric
168024,PVC PVC
168014,Wood
120037,Cloth
168015,Other Vinyl
171665,Brass
171664,Black Oxide
120039,Brass Stainless Steel
171663,Steel
122695,Powder-Coated Steel
168018,Steel
168019,Acrylic
119050,Metal Wood Rubber
119054,PVC
119055,Acrylic
119052,Plated Steel grate; Porcelain-enamel bowl and lid
132096,Aluminum
171660,Brass Metal
132095,Steel
158642,Copper
132011,Steel/Wood
158643,Copper
134673,CPVC Brass
134674,Polyfiber Steel
132015,Aluminum
171617,Glass
171616,Multi-Purpose
144000,Vinyl
146655,Acrylic
171611,Other
146654,Plastic
171610,Porcelain
171613,Glass
146656,Zinc Coated Galvanized Steel
132021,Fiberglass
158651,Wood
132020,Travertine
158652,Vinyl
158650,Brass Steel
132029,Wood Wood
134684,Wood
132027,Comfort Grip
132026,Comfort Grip
134687,Ceramic
171608,Steel
171607,Wood
146671,Medium Density Fiberboard (MDF)
171609,Other
144001,Zinc
146664,Fiberglass
144002,PVC PVC
120098,Oil
146669,Steel
171603,Steel
146668,Steel
158640,Acrylic
132030,Metal
134699,Resin
156003,Rubber Synthetic
156005,Wood Molded Wood
132033,Plastic Glass
156004,Stainless Steel
132037,Steel
156008,Brass
158669,PVC PVC
171639,Brass Brass
120091,Copper Brass
144022,Porcelain
146682,LAMINATED PARTICLE BOARD
146677,Metal
171632,Stone
171631,Die-cast aluminum
146674,Plastic
171636,Steel
146679,Composite Composite
171634,Vinyl
158673,Acrylic
132042,Plastic
132047,No Shelf Glass
158655,Wood
158653,Ceramic
158659,Particle Board
132049,Metal
146691,Ceramic
171628,Wire
120086,Plastic
171627,Wood
146695,Aluminum
146694,Composite Maple
120081,Vinyl
120082,Cardboard Proprietary
144025,Medium Density Fiberboard (MDF)
144024,Plastic
144029,Copper
171625,Plastic
171624,Carbide
144028,Metal
146689,Metal
171623,Latex
119098,Metal Vinyl Chrome
132054,Steel
132053,Plastic
119096,Vitreous China
132052,Wood
119097,Steel
132051,Plastic
168090,Glass
168093,Cast Metal
168095,Fiberglass
168096,Wood Composite
168097,Aluminum
168099,Aluminized Alloy Steel
168080,Epoxy/2 part
168081,Steel
168083,Brass Solid Brass
168085,Steel
168086,Stainless Steel
168087,Black malleable iron Steel
168088,Polyurethane
156069,Steel Plastic
156068,Cardboard Polypropylene
132099,PVC PVC
168050,Aluminum
168052,Steel
168054,Glass
168055,Rubber
168057,Epoxy/2 part
168047,Aluminum
171699,PVC PVC
171698,Steel
144078,Plastic
144079,Cast Iron
156070,Stainless Steel
171695,Pine
171694,Steel
171693,resin
171692,Porcelain Solid Wood Ceramic tile
168040,Wood Molded Wood
168041,Wood
144093,Steel
144098,Polyfiber
168043,Steel
168045,Vinyl
168046,Zinc
168036,Aluminum
168037,Stainless Steel
171687,Oil
144089,Resin
168038,Composite
171686,Engineered quartz composite Stone
171689,Laminate Medium Density Fiberboard paper Resin (both Acrylic and Melamine) Polyurethane hot metal adhesive and Olefin hot metal adhesive
156063,Glue Steel
171683,Laminate
156067,Steel
171682,Faux wood
171681,Wood
168070,Brass
168071,Vitreous China Solid Wood Quartz
168073,Wood
168074,Brass
168075,Pine
168077,Wood
168078,Stone
168069,Cotton Synthetic
156094,metal
156093,PEX Brass
156095,Porcelain-Coated Cast Iron Cast Iron
156098,Vinyl
156099,Wood
168060,Copper
168065,Oil
168066,Steel
168068,Acrylic
156084,Composite
156089,Laminate
109602,Vinyl
109634,Other
110621,High Speed Steel
109632,Composite
110626,Metal
109626,Polypropylene
109628,Stainless Steel
122606,Composite MDF
109644,Stainless Steel
110611,Zinc Steel
109646,Brass Solid Brass
109640,Brass
110614,ABS Plastic
109639,Oil
109611,Vitreous China Granite
110600,Aluminum
109613,Laminate
109610,Stainless Steel
109609,Metal
109621,Metal Carbide
109618,Plastic
109678,Aluminum
110667,Stainless steel Stainless Steel
110664,Solid Wood
134636,MDF
110662,Stainless steel Stainless Steel
107015,Plastic
158603,Cotton Synthetic
158606,Glass Glass
158607,Bamboo
110668,Metal
122644,Rubber
146611,Stainless Steel Painted Steel
146610,PVC
119001,Aluminum
146613,No Handle stainless steel
122641,Galvanized Steel
146618,Steel Glass
110655,Plastic
110653,Metal
107029,Metal
110651,Wood
110652,Ceramic
134642,Plastic
109683,Glass
107021,Aluminum
110657,PVC PVC
122633,Steel Stainless steel Diamond
122634,Aluminum
122631,Aluminum
146624,PEX Brass
146629,Laminate Medium Density Fiberboard paper Resin (both Acrylic and Melamine) Polyurethane hot metal adhesive and Olefin hot metal adhesive
146628,Vinyl
107019,Multi-Purpose High Carbon Steel
134650,Plastic
122639,Water
158622,Composite
110643,Wood BiMetal
109651,Ceramic
110641,Metal Carbide
158628,Vinyl
158629,Stainless Steel Stainless Steel
110648,Solid Wood
110646,Vinyl
110647,Steel
122622,Composite MDF
122621,Fiberglass
146630,Wood
146637,Galvanized Steel
146636,Particle Board
146634,Steel Other
122629,Steel
122626,Glass
158630,Cast Aluminum
107003,Nylon
109666,Plastic
134666,Wood
107002,Galvanized Steel
109667,Resin Resin
107001,Stainless Steel Metal
109662,Copper
134662,Aluminum
158615,Metal
132006,100% post-industrial recycled synthetic fibers with a non-skid rubber backing 90
109665,Other
132004,Composite Engineered quartz composite
132009,Brass Stainless Steel
132008,Composite
110637,Plastic Plastic
110638,Metal
146645,Plastic
109659,Porcelain
120030,Nylon
122692,Laminate
107052,Metal
122688,Vitreous China Granite
120026,Porcelain
122687,Vinyl
120027,Other Fiberglass
119046,Polycarbonate
120028,Porcelain
122684,Steel Steel
122683,Galvanized Steel
107066,Polyester Latex Other Synthetic
110695,Acrylic
110696,Vinyl
107061,Plastic
134608,Metal
107060,Aluminum
122681,Boxwood
134605,Stainless Steel
122676,Natural Stone
119035,Wood
122678,Steel
119039,Steel
120013,Cement
119032,No Handle
120018,Oil
119033,CHROME PLATED Chrome-Plated Steel Stainless Steel
119030,Wire Glass
119031,Vinyl
107036,Cedar
110688,Galvanized Steel
134611,Glass
107035,Oil
134612,Marble
109696,N/A
110685,Glass
109698,Metal
109691,Concrete
134619,Oil
109693,Steel
109694,Wood
109690,Composite
120004,Metal
122665,Vinyl
119023,Steel
119029,Granite
119027,Stainless Steel
122663,Composite
110691,Vitreous China
110690,Plastic
119022,Medium Density Fiberboard (MDF)
120009,Vinyl
107047,Copper
110676,Steel
107049,Aluminum
122660,Wood Steel
107042,Glass
146600,Comfort Grip
146604,Plywood
122653,Aluminum
146602,Metal
119017,Composite
110681,Metal
146607,Plastic
122658,Metal
134116,Composite
161735,Laminate Medium density fiberboard paper resin (both acrylic and melamine) polyurethane hot metal adhesive and olefin hot metal adhesive
110145,HDF (High Density Fiber-board)
110146,Stainless Steel Ceramic
134113,Aluminum
161730,Envirostone
161732,Plastic
124794,PVC PVC
124792,Composite Particle Board Engineered quartz composite
148763,Metal
173717,Plastic
173718,Synthetic
173719,Steel
109151,Steel
124788,Resin
148759,PVC
148753,Steel
173711,Galvanized Steel
122124,Multi-Purpose Diamond
148756,Stainless Steel Stainless Steel
173712,Metal
110152,Wood
110151,Concrete
136780,PVC PVC
110138,Steel
109167,Vinyl
136786,Wood
110135,Composite
134124,Metal
109169,Copper Stainless Steel
134125,Solid Brass
110133,Vinyl
124782,Wood
122121,PVC PVC
109166,Granite Solid Wood Marble
173706,Porcelain-Coated Cast Iron Painted Steel
148770,Stainless Steel Stainless Steel
173709,Laminate laminate
148768,Laminated Particle Board
173703,Polyester
122118,Cast Metal
124777,Plastic
146103,Cast Metal
122117,Steel Steel
146102,Nylon
122112,Metal
124775,Polycarbonate
122114,Steel
146106,Wood
173701,Plastic
134132,Chrome Metal
110140,Plastic Acrylic
161727,Resin
109138,Plastic body and plastic lens
110127,Steel
109139,Steel
158106,Stainless Steel
110126,PVC
161752,Plastic
110121,Wood
112784,Galvanized Steel
109137,Plastic
110122,Copper Brass
136798,Thermoplastic
158108,Metal Ceramic
122110,Ceramic
148784,Brass
161751,Stainless Steel
161750,Vitreous China
173739,Composite
146121,Cedar Plastic/Metal/Wood
122105,PVC
124768,Wood
146115,Plastic
173736,Acrylic
146113,Wire Glass
122100,Metal Ceramic
173732,Steel
148777,Wire Glass
173733,Solid Brass
100793,rebond 80
134141,Stainless Steel
100794,Steel
100795,Fiberglass
100796,Marble Particle Board Cultured Marble
100798,Nylon 0
122108,Galvanized Steel Metal Plastic/Metal
134140,PVC PVC
109149,Porcelain
110116,Tile (wet or dry) Diamond
112779,n/a
112775,Porcelain Medium Density Fiberboard (MDF) Granite
112773,Resin
134148,Thermoplastic
148794,Multi-Purpose Plastic
109143,Porcelain
109144,Laminate
173728,Laminate
173729,Steel
148791,Black Oxide
124757,Cast Metal
146127,Composite
173724,Oil
124758,Resin
146125,Composite
124753,Vinyl Vinyl
124754,MDF
124751,Composite
124759,Vitreous China Granite
136735,Wood Carbide
110188,Other
109196,Copper
122174,Nylon Stainless Steel
109197,PVC
109193,PVC
109190,Galvanized Steel
148715,Plastic
148710,Select Hardwoods and Composite Wood
148712,Acrylic
110197,PVC PVC
110194,Medium Density Fiberboard (MDF)
110179,Composite Composite
136744,Aluminum
122163,Vinyl
148730,Zinc
122158,Carbon Steel
148723,Metal/wood
110184,Copper Brass
110182,PVC
109178,Steel
110167,Steel
110165,PVC PVC
136754,PVC
122151,Wood
122153,Solid Hardwood & Veneers
109170,Aluminum
109172,Wood
122149,Wrought Iron
122144,Aluminum
110174,Plastic
136760,Water
110172,Polyethylene
136762,Brass
134100,Wood
136761,Aluminum
161717,Oil
161718,Copper Copper
109189,Multi-Purpose Carbide
136763,Polyfiber Steel
136766,Marble
122141,Steel
122140,Multi-Purpose Brass
109188,Ceramic
109181,Slate
148746,Plastic
109180,Laminate
124797,Plastic
122133,Wood
148743,Steel
124795,Ceramic
136771,Acrylonitrile Butadiene Styrene (ABS) ABS
110164,Rubber
110161,Plastic
136773,Wood
110162,Metal
134111,PVC PVC
161708,Polyfiber
146180,Rubber
146184,Wood
146189,Wood
146187,Steel
146186,100% Recycled Synthetic Fibers 0
171138,PVC
171137,Plastic
171136,Fabric
146179,Composite
173799,PVC
171139,Porcelain Solid Wood Marble
158175,Porcelain Solid Wood Marble
173794,Cast Metal
173796,Foam
158178,Plastic
171134,Steel
171133,Composite
173791,Resin
171131,Plastic
158159,Copper
146190,Aluminum
146196,Fiberboard
146197,Stainless Steel
171127,Copper
171126,Steel
171124,Oil
173786,Medium Density Fiberboard (MDF)
122199,Powder-Coated Steel
171129,Cast Metal
173788,Ceramic
171128,Tile (wet or dry) Steel
173782,Wood
158164,Steel
173785,Steel
158167,Metal
171122,Poly Wood
171120,Brass
122196,Plastic
122192,Epoxy/2 part
122191,Aluminum
171159,Steel
171158,Aluminum
171157,Multi-Purpose Diamond
171152,Aluminum
171150,Stainless steel Other
171156,Polypropylene
171154,Epoxy/2 part
171148,Resin
171146,Cloth
122178,Nylon
158181,Stainless Steel
158180,steel Steel
158185,Plastic Plastic
171144,Vitreous China Solid-surface materials
171142,Cedar
158127,No Handle
158125,Steel
158126,Onyx
161774,Ceramic Fireclay
158129,Zinc
146145,Steel
173757,Oil
148798,Metal
173754,Fabric Regular Weight
148799,Poly Resin
173756,Cast Iron
134163,Other
158130,Nylon
173750,Laminate
134166,Stainless Steel
173752,Metal
134160,Composite
158116,PVC
161768,Plastic
161766,Aluminum
146150,Polypropylene Other
146149,Porcelain-enameled cast iron
173746,Wood
173747,Plastic Wire
146147,Plastic
146146,Steel Steel
173742,Laminate
173743,Cotton
173745,Stainless Steel
173740,Vinyl
173741,Water
134170,Fabric
158124,Slate
158149,Wood
134179,Stainless Steel Stainless Steel
146162,Vinyl
171116,Brass Stainless Steel
146159,100% PVC 0
171114,Plastic
171113,Leather
173775,Steel
171119,Glass Aluminum
173776,Vitreous China
171118,Fiberglass
173777,Composite Maple
171117,Maple
173772,Particle Board Birch
134187,Steel
134188,Porcelain
173774,Water
171110,Vinyl
173770,Metal
158136,Steel
146173,PVC
161784,Copper
146178,Plastic Glass
146177,Wood
161780,Plastic Glass
171104,Copper Brass
173769,Multi-Purpose
171102,Zinc
173764,Multi-Purpose Carbide
171106,Porcelain
173761,Oil
173762,Steel
158145,No Handle Steel
158143,Steel
171097,Plastic Plastic
171094,Vinyl
171099,Steel
171098,Plastic
171091,Cast Iron
171090,Other
171086,Acrylic
171085,Steel
171084,Rubber
171089,Steel
171059,Faux wood
171058,Wood
171052,Composite Medium Density Fiberboard (MDF) Engineered quartz composite
171050,Metal
171056,Vinyl Vinyl
100703,Ceramic
171049,Laminate HDF Core Board
171048,Steel
100705,Fiberglass and PVC
100706,Polyester
100707,Metal
100709,Cement
158081,Particle Board
158084,Steel
171040,Steel
171046,Polyurethane
171045,Metal
100700,Steel
158088,Iron
171044,Nylon
158089,Wood
171043,Vinyl
171082,Bamboo
171081,Steel
171073,Aluminum
171079,Red Oak
171078,Stainless Steel
171070,Solid Brass
171069,Metal
171064,Stone
171068,Steel
171066,Metal MDF w/ Veneer Rattan
171065,Steel
112724,Galvanized Steel
112728,Laminate
112727,Metal
112726,No Shelf No Shelf
124702,Vitreous China Granite
100737,Marble
100738,Powder-Coated Steel
100739,Steel
100731,Wire
100733,Plastic
100734,Steel
124705,Fiberglass Metal Steel
112713,Solid Wood
136703,Water
112719,Aluminum
112715,PVC
136708,Steel
112714,Wood
100747,Rubber
100748,Metal
100749,Wood
100741,plywood
100742,Metal
100744,Stainless Steel
100745,Polypropylene
112701,Stainless Steel
136714,Steel
112709,PVC
112708,Metal
112703,Aluminum
136718,Other Multi-Purpose
100714,Drywall
100715,High Density Fiberboard (HDF)
100717,Metal
100712,Bi-Metal Multi-Purpose
136724,Aluminum Plastic
136723,Porcelain-Coated Cast Iron
136720,Wood Wood
136722,Brass Ceramic
136728,Steel
136727,Synthetic fiber
100725,Steel
100726,Steel
100728,Vinyl
100729,Aluminum
148701,Polyfiber
100720,Vinyl
100721,Steel
110101,Stainless Steel
100780,Other Wood
109114,Oil
112762,Other
124750,Faux wood
110107,Composite
110108,Copper
124742,Steel
100772,Composite
112770,Multi-Purpose
100774,Comfort Grip
100777,Other
124748,Vitreous China Solid-surface materials
100778,Wood
124749,Water
112757,Composite Maple
109128,Vinyl
109129,Jute Synthetic
112755,Galvanized Steel
109123,Copper Copper
100790,Metal
100791,Aluminum
109120,Medium Density Fiberboard (MDF)
109122,Steel
112759,Oil
124735,Steel
124731,Plastic
100782,Natural stone
100783,Vinyl
100784,Marble
112746,Copper
112745,Plastic
112743,Chrome
112741,Wood
112747,Vitreous China
100757,Particle Board
100751,Metal
100753,Steel
124728,Composite
100755,Polyester Latex Other Synthetic
100756,Wood
109105,Powder-Coated Steel Porcelain
112735,PVC
112734,Tile (wet or dry) Diamond
109108,Plastic Wire
109101,Steel Steel
109103,Glass
112736,Polyfiber Aluminum
100768,Metal
100769,Vinyl
124714,Stainless Steel Painted Steel
100762,Vinyl
100763,Other
124717,Vinyl
100766,Plastic/Steel Steel
100767,Composite
136653,Plastic Plastic/Metal
112684,Polypropylene
109031,Steel
109032,Metal
148642,Glass
109030,Cement
122005,Polyester Latex Other Synthetic
122002,Oil
124664,Polyester
110031,Nylon
112694,Marble Solid Wood Engineered stone composite
136661,Plastic
100695,Wood
112692,Porcelain-Coated Steel
136662,Laminate
100699,Solid Brass
110017,Steel
134006,Plywood
112677,Vinyl
161604,Plastic
110013,Steel
112675,Steel
134005,Metal
136666,Plastic
124658,Plastic
124654,Steel
148643,PVC PVC
110020,Porcelain
112681,Fiberboard
134011,Steel
134012,Laminate
161607,Vinyl
136670,Composite
161608,Metal Wire
112669,Other
109019,Glass
110004,Steel
134019,Cardboard
112666,Plastic Steel Rubber
161637,Stainless Steel
109013,Metal Metal
136676,Paper Steel
161631,Steel
100681,Concrete
109015,Metal
134015,Steel
100682,Wood
161633,Natural Stone
148661,Aluminum
109010,Wood
148662,Polyethylene
109011,Steel Brass
173618,Plastic Nylon Plastic
148660,Porcelain Solid Wood Marble
173615,Polyfiber
173617,Brass Metal
173611,Fiberglass
124641,Stainless Steel
173613,Stainless Steel
100672,Steel
110010,Polypropylene
136685,Ceramic
100677,Resin
136681,Metal Other Wood
100679,Polyester
134028,PVC
161624,Vitreous China Medium Density Fiberboard (MDF) Marble
112656,Composite
161626,Other
112654,Metal Metal
161621,Cast Metal
100691,Metal
109026,Plastic
112652,Steel
161623,Steel
100693,Metal
109027,Ceramic
134027,Steel
148674,Vinyl
148675,Steel
146013,Metal
173609,Glass
148671,Stainless Steel
173603,Plastic and Metal
146005,Polyethylene
173604,Polyethylene
124635,PVC PVC
173606,Aluminum
146009,Foam Aluminum Aluminum
148666,Multi-Purpose
173600,Galvanized Steel
173601,Polyfiber Aluminum
173602,Metal
100684,Vinyl
100686,Steel
134034,Steel
100688,Composite Composite
124638,Plastic
136692,Composite MDF
136614,Polyester Latex Other Nylon Pile 0 Synthetic
136616,Plastic
110069,Wire Glass
136611,Plastic
109075,Steel
109078,Steel Steel
122054,Composite
136618,Vinyl
122049,Marble
110076,Nylon Stainless Steel
136627,Stainless Steel
136621,Zinc
110056,Aluminum
122041,Copper
109083,Metal Ceramic
109085,Oak
109080,Metal
148606,Acrylic
124698,Plastic
122034,Composite Composite
148600,Porcelain Medium Density Fiberboard (MDF) Natural stone
122037,Wood High Carbon Steel
124696,Vitreous China
110064,Wood
110060,Acrylic
136638,Plastic
136637,Carbide Multi-Purpose
110046,Steel
109058,Glass
122031,Nylon 0
124694,Multi-Purpose
109056,Fiberglass
148620,Quartz
124690,Composite
109050,Metal
136639,Porcelain Solid Wood Cultured Marble
109052,PVC PVC
124689,Vinyl
122029,Vinyl
124687,Steel Aluminum
136641,Thermoplastic
136640,Porcelain
110039,Vitreous China
110037,Stone
112699,Metal
109068,Wood
109069,Cardboard
110036,Brass Brass
112697,Metal
136642,Other
136645,Wood
109065,Marble Medium Density Fiberboard (MDF) Glass
109067,Plastic
109060,Fiberglass
124678,Vinyl
122018,Glue Steel
124677,Ceramic
122015,Polyfiber
122014,Ceramic
110042,Steel
136650,Vinyl
110040,Brass
110041,Steel
158048,Steel
146060,Fiberglass
122097,Plastic
146064,Vinyl
161694,Porcelain
146063,PVC
146068,Metal
122092,Carbide
122095,Aluminum
146066,Polyester
161692,Steel
161691,Cardboard Synthetic
171016,Stainless Steel
171014,MDF / Composite Wood
122089,Fiberglass
173677,Stainless Steel Stainless Steel
173678,Plastic
173679,Brass
173672,Iron
173674,Ceramic
134084,Plastic
158055,Wood High Carbon Steel
171011,Metal Ceramic
173670,Polyester Metal
134085,Metal
171010,Acrylic
173671,Limestone
158038,Fiberglass
161686,Mortar
161683,Polypropylene
122088,Neodymium
122083,Steel Other
171006,Metal
173669,Steel
134090,Vinyl
173665,Wood Steel
171008,Wood
173668,Aluminum
158042,Steel
173662,Polyester Latex Other Synthetic
158040,Plastic
158046,Steel
171002,Composite
171001,Copper
158044,Metal
171000,Acrylic
146082,Die Cast Alumimun
110088,Vinyl
146086,Plastic
122077,Metal Ceramic
146083,Aluminum
122073,Charcoal Filter
171038,Metal
171037,Aluminum
109092,Steel
158072,Plastic
173699,Ceramic
171031,PVC PVC
173694,Composite
110098,Plastic
171030,Steel
171035,HDF (High Density Fiber-board)
110094,Slate
173691,Steel
110091,Polyester Latex Other Synthetic
158077,plastic
146093,Steel
110077,Metal
110078,Ceramic
122064,PVC
146097,Steel Aluminum Diamond
146094,Multi-Purpose Diamond
171028,Cellulose/synthetic fiber combo
171026,Steel
122057,Laminate
173687,Zinc Steel
122056,Galvanized malleable iron Iron
158061,Other Medium Density Fiberboard (MDF) Marble
173688,Nylon
173689,Plastic
171020,Porcelain Solid Wood Porcelain
173684,Polyurethane
173686,Foam Steel Glass
110082,PVC PVC
158068,Aluminum
171024,Acrylonitrile Butadiene Styrene (ABS)
171023,Glass
171022,Wood
173681,Laminate
171021,Fiberglass
173682,Polyester
134039,Zinc Other
158006,Wire Metal
161658,Steel
161657,Aluminum
158005,Wire
161654,Steel
134036,Epoxy/2 part
134037,Composite
148683,Porcelain Solid Wood Marble
161650,Plastic Glass
148686,Steel
148681,Multi-Purpose Copper
173636,Vitreous China
146016,Galvanized Steel
173637,Metal
173639,Glass
148677,Metal
173633,Plastic
173634,Glass
146018,Plastic
173635,Plastic
134043,Composite Engineered quartz composite
158010,Steel Steel
173630,Stainless Steel
134045,Other Medium Density Fiberboard (MDF) Granite
158014,Polyester Latex Other Wool & Wool Blend
158011,Vitreous China
158012,Composite
161649,PVC PVC
134047,Steel
161642,Zinc Brass/Zinc and Plastic
161645,Resin
146030,Wire Glass
148695,Plastic Other
161641,Steel
148697,Metal
148691,Plastic
148693,Plastic
173626,Travertine
173627,Polystyrene
146025,Wood
173628,Metal
148687,Birch
173622,Steel
173623,Fiberglass
134055,Polyester
134056,Oil
173620,Stainless Steel
161674,Vinyl
146044,Oil
146036,Metal Ceramic
173654,Bamboo
173657,Vinyl
173650,Aluminum Polyester Polyester
173651,Plastic
134062,Ceramic
158018,Water
134069,Rubber
161663,Acrylic
146048,Stainless Steel
173649,Stainless Steel
146047,Metal
173643,Composite MDF
173644,Polyester
173645,Oil
173646,Metal Metal
134075,Medium Density Fiberboard (MDF)
134078,Other
173642,Steel
134071,Steel
158024,Nylon
158025,PEX Plastic
134074,Steel
158023,PVC
173595,Resin Plastic
173598,Other
173592,Metal
173590,Multi-Purpose Steel
173589,Aluminum Aluminum
173584,Steel
173581,Oil
173582,Fiberglass Vinyl
112600,Steel
112607,Plastic
100615,Steel
100619,Stainless Steel
100610,Glass
100611,Vitreous China
100612,Particle Board Engineered quartz composite
100613,PVC
100625,Vitreous China
100626,Galvanized Steel
100628,Vitreous China
100620,Epoxy/2 part
100621,Plastic
100623,Polypropylene
100624,Wood
136603,Brass Brass
100603,Wood Carbide
100607,Canvas
100609,Aluminum
100600,Composite
100601,Steel
100602,Aluminum
100659,Vitreous China
124621,Fiberglass
100650,Vitreous China
100654,Porcelain
100655,Medium Density Fiberboard (MDF)
109008,Tile (wet or dry) Diamond
109009,Vitreous China Solid Wood Engineered stone composite
112633,Nylon Plastic
112632,Aluminum
100670,Other
112630,Steel
109000,Metal
109001,Cedar
112639,Metal Steel Rubber
112638,Metal
112637,Cardboard Proprietary
100669,Vitreous China Marble
124615,Bronze
124612,Steel
124613,Vinyl
124611,Metal Metal
100661,Steel
100662,Steel
100663,Steel
100664,Galvanized Steel
124617,Polypropylene
112628,Wood High Carbon Steel
112626,Steel Stainless Steel
100636,Stainless steel Metal
100638,High Speed Steel
124601,Aluminum
100639,Steel
100631,Steel Steel
100632,Vitreous China
100633,Resin
100634,Wire
124605,Stainless Steel Stainless Steel
112614,Cast Iron
112619,Wire
112616,Wood Composite
100647,Plastic
100649,Metal Metal
100640,No Shelf Glass
100641,Metal
100644,Nylon
100645,Vinyl
100646,Polypropylene
161973,Steel
110388,Cardboard Proprietary
110386,Steel
109394,Steel Stainless Steel Stainless Steel
161970,Marble Medium Density Fiberboard (MDF) Engineered stone composite
109392,Manufactured from certified Environmentally Preferred laminated particle panels.
148999,Plastic
173956,Cast Iron Other
173958,Metal
122365,Steel
173951,Steel
173953,Brass
134361,Polyester Latex Other Synthetic
134362,Cast Iron
134363,Metal
110393,Aluminum Polycarbonate Plastic
110391,Steel Metal
161966,Oil
158315,Oil
110379,Melamine
110376,Metal
110374,Porcelain
110375,PVC
122363,Metal
173948,Brass
173949,Steel
146351,Frameless Polyester
146347,Steel
173944,Other Wood
173947,Particle Board Particle Board
173941,Stamped Steel
122356,Metal Metal
173942,Steel
173943,Metal
134373,Aluminum
110380,Ceramic
161969,Polypropylene
134370,Slate
158348,Polyester Latex Other Synthetic
158346,Stainless Steel Stainless Steel
109376,Vitreous China Granite
134376,Plastic
161995,Wood Wood Solid-surface materials
109378,No Handle
109372,Plastic
161991,Felt
146360,Other
109375,Plastic
146364,Galvanized malleable iron
146362,Copper
122347,Glass
146358,Vinyl
171314,Wood
171311,Steel
171318,Plastic Plastic
173973,Plastic
122345,Plastic Glass
173975,Vinyl
122344,Wood Wood
173976,Galvanized Steel
110373,Stainless Steel Stainless Steel Stainless Steel
134386,Composite Engineered quartz composite
158355,Metal
158336,PVC PVC
161988,Wood
110357,Steel Steel
158335,Other
161989,Wood
110354,Ceramic
161984,Acrylic
109389,Comfort Grip
146372,Wood
161980,Vinyl
171309,Polyester Latex Other Wool & Wool Blend
122340,Steel
109382,Wood
146369,Vinyl
171303,Polyurethane
173967,Brass
171301,Brass
173968,Wood
122337,Plastic
146366,Plywood
171300,Steel
124995,Aluminum
122331,Vinyl
173963,Metal
171305,Wood
173964,Ceramic
171304,Metal
110361,PVC
134394,Composite
110362,Other
134396,Brass
110360,Wood
134390,Copper
158342,Wood
161933,Metal
134316,Wood
136978,Polyester
134313,Metal
173919,Wood
173916,Steel
173918,Glass
173912,Wood
173913,Metal
173914,Wood
136982,Latex-based dry paint
134320,Steel
136981,Steel
161937,Polyfiber Steel
134325,Metal
136988,Quartz
161922,Polyfiber
134326,100% Solution Dyed Polyester 25
136989,PVC
134321,Wood
136984,Steel
173909,Steel
146310,Polyethylene
173905,Acrylic
173906,Brass
173907,Other Vinyl
173900,Steel
173901,Composite Solid-surface materials
173902,Synthetic
146300,Fiberglass
148969,Steel
122397,Vitreous China
148965,Wood
